名称,类别,区域,板块,地址,房型,面积,总价,朝向
整租·意谐缤虹星城 1室1厅 南/北,婺城区-婺城新区-意谐缤虹星城/58.00㎡/南北/1室1厅1卫/中楼层（13层）,婺城区,婺城新区,意谐缤虹星城,1室1厅1卫,58,1200,南北
整租·西京大厦 1室0厅 南,婺城区-江南-西京大厦/46.00㎡/南/1室0厅1卫/中楼层（20层）,婺城区,江南,西京大厦,1室0厅1卫,46,1350,南
整租·瑞海公寓 1室1厅 南/北,婺城区-江南-瑞海公寓/40.00㎡/南北/1室1厅1卫/中楼层（7层）,婺城区,江南,瑞海公寓,1室1厅1卫,40,1600,南北
整租·金桂院 2室2厅 南/北,婺城区-湖海塘-金桂院/95.00㎡/南北/2室2厅1卫/高楼层（6层）,婺城区,湖海塘,金桂院,2室2厅1卫,95,1900,南北
整租·光明湖海城市花园 3室1厅 南,婺城区-湖海塘-光明湖海城市花园/89.00㎡/南/3室1厅1卫/高楼层（27层）,婺城区,湖海塘,光明湖海城市花园,3室1厅1卫,89,3200,南
整租·阳光城市花园 3室2厅 南/北,婺城区-江南-阳光城市花园/156.00㎡/南北/3室2厅2卫/中楼层（6层）,婺城区,江南,阳光城市花园,3室2厅2卫,156,3000,南北
整租·新世纪花园 3室2厅 南/北,婺城区-江南-新世纪花园/116.80㎡/南北/3室2厅1卫/中楼层（6层）,婺城区,江南,新世纪花园,3室2厅1卫,116,3000,南北
整租·南苑小区西区 2室1厅 南,婺城区-江南-南苑小区西区/56.00㎡/南/2室1厅1卫/中楼层（6层）,婺城区,江南,南苑小区西区,2室1厅1卫,56,1800,南
整租·嘉华佳园 1室1厅 南/北,金东区-金东区-嘉华佳园/53.00㎡/南北/1室1厅1卫/中楼层（12层）,金东区,金东区,嘉华佳园,1室1厅1卫,53,1700,南北
整租·龙庭一品 6室2厅 南,金东区-金义都市新区-龙庭一品/285.00㎡/南/6室2厅3卫/高楼层（3层）,金东区,金义都市新区,龙庭一品,6室2厅3卫,285,8350,南
整租·通园小区 3室2厅 南/北,婺城区-江北-通园小区/80.00㎡/南北/3室2厅1卫/中楼层（7层）,婺城区,江北,通园小区,3室2厅1卫,80,2000,南北
整租·工商城 3室2厅 南/北,婺城区-江南-工商城/90.00㎡/南北/3室2厅1卫/低楼层（6层）,婺城区,江南,工商城,3室2厅1卫,90,2000,南北
整租·光明湖海城市花园 3室2厅 南/北,婺城区-湖海塘-光明湖海城市花园/89.00㎡/南北/3室2厅1卫/低楼层（27层）,婺城区,湖海塘,光明湖海城市花园,3室2厅1卫,89,2800,南北
整租·金桂院南区 3室2厅 南,婺城区-湖海塘-金桂院南区/128.00㎡/南/3室2厅2卫/中楼层（11层）,婺城区,湖海塘,金桂院南区,3室2厅2卫,128,3000,南
整租·金华小码头 2室2厅 南,婺城区-江北-金华小码头/95.00㎡/南/2室2厅1卫/中楼层（7层）,婺城区,江北,金华小码头,2室2厅1卫,95,2300,南
整租·新都会 3室2厅 南/北,婺城区-江南-新都会/128.00㎡/南北/3室2厅2卫/高楼层（32层）,婺城区,江南,新都会,3室2厅2卫,128,3000,南北
整租·美的融信•君兰江山 3室2厅 南,金东区-多湖-美的融信•君兰江山/142.00㎡/南/3室2厅2卫/高楼层（16层）,金东区,多湖,美的融信•君兰江山,3室2厅2卫,142,4000,南
整租·星河印象 3室2厅 南,婺城区-江南-星河印象/126.00㎡/南/3室2厅2卫/中楼层（21层）,婺城区,江南,星河印象,3室2厅2卫,126,4000,南
整租·光明湖海城市花园 3室2厅 南,婺城区-湖海塘-光明湖海城市花园/89.00㎡/南/3室2厅1卫/高楼层（27层）,婺城区,湖海塘,光明湖海城市花园,3室2厅1卫,89,2600,南
整租·同顺雅阁 1室1厅 南,婺城区-江北-同顺雅阁/39.00㎡/南/1室1厅1卫/高楼层（15层）,婺城区,江北,同顺雅阁,1室1厅1卫,39,1100,南
整租·昆仑大厦 1室1厅 南,婺城区-婺城新区-昆仑大厦/43.00㎡/南/1室1厅1卫/低楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,43,1200,南
整租·保集禹洲府 3室2厅 南,婺城区-湖海塘-保集禹洲府/108.00㎡/南/3室2厅1卫/高楼层（17层）,婺城区,湖海塘,保集禹洲府,3室2厅1卫,108,3800,南
整租·昆仑大厦 1室1厅 北,婺城区-婺城新区-昆仑大厦/42.00㎡/北/1室1厅1卫/中楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,42,1300,北
整租·胜利街622号 2室2厅 南,婺城区-江北-胜利街622号/71.00㎡/南/2室2厅1卫/高楼层（5层）,婺城区,江北,胜利街622号,2室2厅1卫,71,1600,南
整租·保集广场 1室1厅 南,婺城区-江南-保集广场/32.00㎡/南/1室1厅1卫/低楼层（16层）,婺城区,江南,保集广场,1室1厅1卫,32,1300,南
整租·明月京华西区 2室1厅 南,婺城区-江北-明月京华西区/84.00㎡/南/2室1厅1卫/低楼层（6层）,婺城区,江北,明月京华西区,2室1厅1卫,84,2400,南
整租·金都美苑 3室2厅 南,金东区-金东区-金都美苑/110.00㎡/南/3室2厅2卫/低楼层（25层）,金东区,金东区,金都美苑,3室2厅2卫,110,3200,南
整租·华都大源 2室2厅 南,金东区-金东区-华都大源/85.00㎡/南/2室2厅1卫/中楼层（30层）,金东区,金东区,华都大源,2室2厅1卫,85,2600,南
整租·银海一区 1室0厅 东南/南,义乌市-稠城-银海一区/32.00㎡/东南南/1室0厅1卫/中楼层（4层）,义乌市,稠城,银海一区,1室0厅1卫,32,1780,东南南
整租·溪霞苑 3室2厅 南,金东区-金东区-溪霞苑/110.00㎡/南/3室2厅2卫/中楼层（19层）,金东区,金东区,溪霞苑,3室2厅2卫,110,3000,南
整租·诚信二区 1室1厅 东南/南,义乌市-稠城-诚信二区/35.00㎡/东南南/1室1厅1卫/中楼层（4层）,义乌市,稠城,诚信二区,1室1厅1卫,35,2000,东南南
整租·金桂院 2室1厅 南,婺城区-湖海塘-金桂院/96.00㎡/南/2室1厅1卫/中楼层（6层）,婺城区,湖海塘,金桂院,2室1厅1卫,96,2400,南
整租·阳光香榭 3室2厅 南,婺城区-婺城新区-阳光香榭/134.00㎡/南/3室2厅2卫/高楼层（6层）,婺城区,婺城新区,阳光香榭,3室2厅2卫,134,2900,南
整租·春晗二区 1室1厅 东南/南,义乌市-北苑-春晗二区/35.00㎡/东南南/1室1厅1卫/中楼层（5层）,义乌市,北苑,春晗二区,1室1厅1卫,35,1600,东南南
整租·拥军三区 1室0厅 东南/南,义乌市-北苑-拥军三区/30.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,北苑,拥军三区,1室0厅1卫,30,1440,东南南
整租·站前路155号 1室0厅 东南/南,义乌市-稠城-站前路155号/45.00㎡/东南南/1室0厅1卫/中楼层（8层）,义乌市,稠城,站前路155号,1室0厅1卫,45,2680,东南南
整租·春晗二区 1室0厅 东南/南,义乌市-北苑-春晗二区/30.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,北苑,春晗二区,1室0厅1卫,30,1399,东南南
整租·站前路155号 1室0厅 东南/南,义乌市-稠城-站前路155号/45.00㎡/东南南/1室0厅1卫/中楼层（8层）,义乌市,稠城,站前路155号,1室0厅1卫,45,2880,东南南
整租·赵宅2街 1室0厅 东南/南,义乌市-稠城-赵宅2街/30.00㎡/东南南/1室0厅1卫/中楼层（8层）,义乌市,稠城,赵宅2街,1室0厅1卫,30,1650,东南南
整租·童店二区 1室0厅 东南/南,义乌市-稠江-童店二区/30.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,稠江,童店二区,1室0厅1卫,30,1250,东南南
整租·赵宅2街 2室1厅 东南/南,义乌市-稠城-赵宅2街/65.00㎡/东南南/2室1厅1卫/中楼层（8层）,义乌市,稠城,赵宅2街,2室1厅1卫,65,2880,东南南
整租·卿悦府东区 2室1厅 东南/南,义乌市-稠城-卿悦府东区/78.00㎡/东南南/2室1厅1卫/高楼层（17层）,义乌市,稠城,卿悦府东区,2室1厅1卫,78,5500,东南南
整租·河畔家园 1室1厅 东南/南,义乌市-北苑-河畔家园/55.00㎡/东南南/1室1厅1卫/中楼层（17层）,义乌市,北苑,河畔家园,1室1厅1卫,55,2200,东南南
整租·杨三村 1室1厅 东南/南,义乌市-稠江-杨三村/40.00㎡/东南南/1室1厅1卫/中楼层（5层）,义乌市,稠江,杨三村,1室1厅1卫,40,1580,东南南
整租·金都美地 3室2厅 南,金东区-金东区-金都美地/135.00㎡/南/3室2厅2卫/高楼层（18层）,金东区,金东区,金都美地,3室2厅2卫,135,3600,南
整租·东塘湖畔花园 3室2厅 南,金东区-金义都市新区-东塘湖畔花园/89.00㎡/南/3室2厅2卫/中楼层（16层）,金东区,金义都市新区,东塘湖畔花园,3室2厅2卫,89,2000,南
整租·湖塘月色 3室2厅 南,婺城区-湖海塘-湖塘月色/98.00㎡/南/3室2厅2卫/中楼层（10层）,婺城区,湖海塘,湖塘月色,3室2厅2卫,98,3200,南
整租·新华街433号 3室2厅 南,婺城区-江北-新华街433号/136.00㎡/南/3室2厅2卫/中楼层（4层）,婺城区,江北,新华街433号,3室2厅2卫,136,2800,南
整租·银泰广场 1室1厅 南,婺城区-江南-银泰广场/35.00㎡/南/1室1厅1卫/低楼层（13层）,婺城区,江南,银泰广场,1室1厅1卫,35,1450,南
整租·紫东苑北区 3室2厅 南/北,婺城区-江南-紫东苑北区/137.00㎡/南北/3室2厅2卫/低楼层（7层）,婺城区,江南,紫东苑北区,3室2厅2卫,137,2300,南北
整租·新青年公馆 2室2厅 西,婺城区-江南-新青年公馆/86.00㎡/西/2室2厅1卫/中楼层（17层）,婺城区,江南,新青年公馆,2室2厅1卫,86,2500,西
整租·新华街434号 2室1厅 南/北,婺城区-江北-新华街434号/70.00㎡/南北/2室1厅1卫/中楼层（4层）,婺城区,江北,新华街434号,2室1厅1卫,70,1600,南北
整租·广润翰城 3室2厅 南,金东区-金东区-广润翰城/132.00㎡/南/3室2厅2卫/高楼层（19层）,金东区,金东区,广润翰城,3室2厅2卫,132,3000,南
整租·中天·云庭小区 3室2厅 南/北,金东区-金东区-中天·云庭小区/126.00㎡/南北/3室2厅1卫/高楼层（16层）,金东区,金东区,中天·云庭小区,3室2厅1卫,126,2666,南北
整租·云天广场 1室1厅 南,婺城区-江南-云天广场/45.00㎡/南/1室1厅1卫/中楼层（12层）,婺城区,江南,云天广场,1室1厅1卫,45,1800,南
整租·蓝湾上林院 3室2厅 南/北,婺城区-江北-蓝湾上林院/89.00㎡/南北/3室2厅2卫/高楼层（11层）,婺城区,江北,蓝湾上林院,3室2厅2卫,89,3900,南北
整租·紫东苑南区 3室2厅 错层 南/北,婺城区-江南-紫东苑南区/135.00㎡/南北/3室2厅2卫/中楼层（7层）,婺城区,江南,紫东苑南区,3室2厅2卫,135,2500,南北
整租·紫悦花园 3室2厅 南,婺城区-湖海塘-紫悦花园/110.00㎡/南/3室2厅1卫/中楼层（18层）,婺城区,湖海塘,紫悦花园,3室2厅1卫,110,2600,南
整租·昆仑大厦 1室0厅 南,婺城区-婺城新区-昆仑大厦/42.00㎡/南/1室0厅1卫/高楼层（23层）,婺城区,婺城新区,昆仑大厦,1室0厅1卫,42,1400,南
整租·尖峰郦园 2室2厅 南,婺城区-江北-尖峰郦园/100.00㎡/南/2室2厅1卫/低楼层（5层）,婺城区,江北,尖峰郦园,2室2厅1卫,100,2200,南
整租·昆仑大厦 1室1厅 南/北,婺城区-婺城新区-昆仑大厦/42.00㎡/南北/1室1厅1卫/高楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,42,1300,南北
整租·东方巴黎 2室2厅 南/北,婺城区-江北-东方巴黎/99.00㎡/南北/2室2厅1卫/中楼层（27层）,婺城区,江北,东方巴黎,2室2厅1卫,99,1900,南北
整租·南苑小区 2室2厅 南,婺城区-江南-南苑小区/56.00㎡/南/2室2厅1卫/高楼层（6层）,婺城区,江南,南苑小区,2室2厅1卫,56,1500,南
整租·华厦小区 2室1厅 南,婺城区-江南-华厦小区/55.00㎡/南/2室1厅1卫/高楼层（6层）,婺城区,江南,华厦小区,2室1厅1卫,55,1500,南
整租·青口东区 1室0厅 东南/南,义乌市-江东-青口东区/30.00㎡/东南南/1室0厅1卫/中楼层（4层）,义乌市,江东,青口东区,1室0厅1卫,30,1480,东南南
整租·下王三区 1室0厅 东南/南,义乌市-江东-下王三区/30.00㎡/东南南/1室0厅1卫/中楼层（4层）,义乌市,江东,下王三区,1室0厅1卫,30,1450,东南南
整租·红星金义天铂 3室2厅 南,金东区-金义都市新区-红星金义天铂/96.00㎡/南/3室2厅1卫/高楼层（27层）,金东区,金义都市新区,红星金义天铂,3室2厅1卫,96,2600,南
整租·鉆石軒 2室2厅 南,婺城区-江南-鉆石軒/77.00㎡/南/2室2厅1卫/中楼层（28层）,婺城区,江南,鉆石軒,2室2厅1卫,77,2300,南
整租·白沙春晓 3室2厅 南,婺城区-婺城新区-白沙春晓/135.00㎡/南/3室2厅2卫/高楼层（16层）,婺城区,婺城新区,白沙春晓,3室2厅2卫,135,2600,南
整租·银泰广场 1室1厅 南,婺城区-江南-银泰广场/50.00㎡/南/1室1厅1卫/中楼层（12层）,婺城区,江南,银泰广场,1室1厅1卫,50,2000,南
整租·湖塘月色 4室2厅 南/北,婺城区-湖海塘-湖塘月色/143.00㎡/南北/4室2厅2卫/低楼层（16层）,婺城区,湖海塘,湖塘月色,4室2厅2卫,143,5000,南北
整租·保利大国璟 3室2厅 南,婺城区-江北-保利大国璟/98.00㎡/南/3室2厅2卫/高楼层（17层）,婺城区,江北,保利大国璟,3室2厅2卫,98,4000,南
整租·光明湖海城市花园 4室2厅 南,婺城区-湖海塘-光明湖海城市花园/138.00㎡/南/4室2厅2卫/低楼层（20层）,婺城区,湖海塘,光明湖海城市花园,4室2厅2卫,138,4000,南
整租·东方国际财富双塔 2室2厅 南,婺城区-江北-东方国际财富双塔/81.00㎡/南/2室2厅1卫/高楼层（29层）,婺城区,江北,东方国际财富双塔,2室2厅1卫,81,2700,南
整租·申华大厦 1室1厅 南,婺城区-江南-申华大厦/39.00㎡/南/1室1厅1卫/高楼层（30层）,婺城区,江南,申华大厦,1室1厅1卫,39,1700,南
整租·天彩名苑 2室2厅 南,婺城区-江北-天彩名苑/95.00㎡/南/2室2厅1卫/高楼层（6层）,婺城区,江北,天彩名苑,2室2厅1卫,95,1800,南
整租·紫荆苑(婺城区) 3室1厅 南,婺城区-江南-紫荆苑(婺城区)/126.00㎡/南/3室1厅2卫/低楼层（12层）,婺城区,江南,紫荆苑(婺城区),3室1厅2卫,126,3000,南
整租·君华水岸（西区） 2室2厅 南,金东区-金义都市新区-君华水岸（西区）/89.00㎡/南/2室2厅1卫/低楼层（17层）,金东区,金义都市新区,君华水岸（西区）,2室2厅1卫,89,1800,南
整租·金山大厦 1室1厅 南,金东区-金东区-金山大厦/48.00㎡/南/1室1厅2卫/高楼层（12层）,金东区,金东区,金山大厦,1室1厅2卫,48,1200,南
整租·都景蝶园 1室1厅 南/北,金东区-金东区-都景蝶园/20.00㎡/南北/1室1厅1卫/低楼层（16层）,金东区,金东区,都景蝶园,1室1厅1卫,20,750,南北
整租·高圳路 1室0厅 南,永康市-永康市-高圳路/40.00㎡/南/1室0厅1卫/高楼层（4层）,永康市,永康市,高圳路,1室0厅1卫,40,1600,南
整租·溪心路100弄 2室1厅 南/北,永康市-永康市-溪心路100弄/80.00㎡/南北/2室1厅1卫/中楼层（4层）,永康市,永康市,溪心路100弄,2室1厅1卫,80,2000,南北
整租·鸿基熙岸 2室2厅 南/北,婺城区-婺城新区-鸿基熙岸/77.00㎡/南北/2室2厅1卫/低楼层（19层）,婺城区,婺城新区,鸿基熙岸,2室2厅1卫,77,1700,南北
整租·工商城 3室2厅 南/北,婺城区-江南-工商城/111.00㎡/南北/3室2厅2卫/中楼层（5层）,婺城区,江南,工商城,3室2厅2卫,111,2300,南北
整租·泰地国际名座 1室1厅 南,婺城区-江南-泰地国际名座/51.00㎡/南/1室1厅1卫/高楼层（28层）,婺城区,江南,泰地国际名座,1室1厅1卫,51,1680,南
整租·银泰广场 1室1厅 南,婺城区-江南-银泰广场/43.00㎡/南/1室1厅1卫/高楼层（12层）,婺城区,江南,银泰广场,1室1厅1卫,43,1500,南
整租·金色港湾(永康) 2室2厅 南/北,永康市-永康市-金色港湾(永康)/102.00㎡/南北/2室2厅1卫/中楼层（28层）,永康市,永康市,金色港湾(永康),2室2厅1卫,102,3300,南北
整租·祥龙福邸 2室2厅 南/北,婺城区-江南-祥龙福邸/86.00㎡/南北/2室2厅1卫/低楼层（11层）,婺城区,江南,祥龙福邸,2室2厅1卫,86,2200,南北
整租·茂新三味雅筑 1室1厅 南,婺城区-江南-茂新三味雅筑/30.00㎡/南/1室1厅1卫/低楼层（14层）,婺城区,江南,茂新三味雅筑,1室1厅1卫,30,2600,南
整租·紫阳豪庭公寓 1室1厅 南,婺城区-江南-紫阳豪庭公寓/53.00㎡/南/1室1厅1卫/高楼层（17层）,婺城区,江南,紫阳豪庭公寓,1室1厅1卫,53,1600,南
整租·天山龙城B区 4室2厅 南/北,金东区-金义都市新区-天山龙城B区/164.00㎡/南北/4室2厅3卫/高楼层（4层）,金东区,金义都市新区,天山龙城B区,4室2厅3卫,164,3333,南北
整租·怡景聚贤庭 1室1厅 南,婺城区-婺城新区-怡景聚贤庭/48.70㎡/南/1室1厅1卫/低楼层（20层）,婺城区,婺城新区,怡景聚贤庭,1室1厅1卫,48,1500,南
整租·紫薇国际广场 1室1厅 南,永康市-永康市-紫薇国际广场/40.50㎡/南/1室1厅1卫/中楼层（15层）,永康市,永康市,紫薇国际广场,1室1厅1卫,40,1500,南
整租·金地壹号 1室0厅 南,永康市-永康市-金地壹号/30.00㎡/南/1室0厅1卫/低楼层（28层）,永康市,永康市,金地壹号,1室0厅1卫,30,1000,南
整租·万固·江潮名邸 2室2厅 南,金东区-金东区-万固·江潮名邸/80.00㎡/南/2室2厅1卫/中楼层（20层）,金东区,金东区,万固·江潮名邸,2室2厅1卫,80,2500,南
整租·星牌花苑 2室2厅 南/北,永康市-永康市-星牌花苑/90.00㎡/南北/2室2厅1卫/低楼层（5层）,永康市,永康市,星牌花苑,2室2厅1卫,90,2500,南北
整租·南龙公寓 1室0厅 南,永康市-永康市-南龙公寓/57.00㎡/南/1室0厅1卫/低楼层（24层）,永康市,永康市,南龙公寓,1室0厅1卫,57,1500,南
整租·金华万达广场SOHO 1室1厅 南,金东区-金东区-金华万达广场SOHO/50.00㎡/南/1室1厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,50,1300,南
整租·保集半岛 2室2厅 南/北,婺城区-江南-保集半岛/110.00㎡/南北/2室2厅1卫/高楼层（11层）,婺城区,江南,保集半岛,2室2厅1卫,110,2500,南北
整租·人才公寓 2室2厅 南/北,永康市-永康市-人才公寓/117.00㎡/南北/2室2厅1卫/高楼层（31层）,永康市,永康市,人才公寓,2室2厅1卫,117,3700,南北
整租·凤凰家园 2室2厅 南/北,婺城区-江北-凤凰家园/98.00㎡/南北/2室2厅1卫/高楼层（6层）,婺城区,江北,凤凰家园,2室2厅1卫,98,2500,南北
整租·星月嘉园 3室2厅 南,永康市-永康市-星月嘉园/136.00㎡/南/3室2厅2卫/中楼层（33层）,永康市,永康市,星月嘉园,3室2厅2卫,136,3600,南
整租·田里小区 1室1厅 南/北,婺城区-江北-田里小区/58.00㎡/南北/1室1厅1卫/低楼层（16层）,婺城区,江北,田里小区,1室1厅1卫,58,2000,南北
整租·新青年公馆 3室2厅 南,婺城区-江南-新青年公馆/89.00㎡/南/3室2厅1卫/高楼层（6层）,婺城区,江南,新青年公馆,3室2厅1卫,89,2600,南
整租·三江国际花园 2室2厅 南/北,金东区-多湖-三江国际花园/115.00㎡/南北/2室2厅1卫/低楼层（29层）,金东区,多湖,三江国际花园,2室2厅1卫,115,2800,南北
整租·滨江中天·锦翠蓝庭 3室2厅 南,婺城区-湖海塘-滨江中天·锦翠蓝庭/89.00㎡/南/3室2厅2卫/低楼层（11层）,婺城区,湖海塘,滨江中天·锦翠蓝庭,3室2厅2卫,89,2700,南
整租·金华万达广场SOHO 1室1厅 东,金东区-金东区-金华万达广场SOHO/41.00㎡/东/1室1厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,41,1400,东
整租·厚富小区南区 1室0厅 东南,义乌市-北苑-厚富小区南区/30.00㎡/东南/1室0厅1卫/中楼层（5层）,义乌市,北苑,厚富小区南区,1室0厅1卫,30,1300,东南
整租·桂花城酒店公寓 1室1厅 南,婺城区-江南-桂花城酒店公寓/35.00㎡/南/1室1厅1卫/中楼层（11层）,婺城区,江南,桂花城酒店公寓,1室1厅1卫,35,1100,南
整租·万固西江月 2室2厅 南/北,婺城区-婺城新区-万固西江月/70.00㎡/南北/2室2厅1卫/高楼层（12层）,婺城区,婺城新区,万固西江月,2室2厅1卫,70,700,南北
整租·星月嘉园 3室2厅 南/北,永康市-永康市-星月嘉园/133.00㎡/南北/3室2厅2卫/高楼层（33层）,永康市,永康市,星月嘉园,3室2厅2卫,133,4000,南北
整租·百合嘉苑 1室1厅 南,婺城区-江南-百合嘉苑/50.00㎡/南/1室1厅1卫/高楼层（13层）,婺城区,江南,百合嘉苑,1室1厅1卫,50,1800,南
整租·东方国际财富双塔 1室0厅 西南,婺城区-江北-东方国际财富双塔/50.00㎡/西南/1室0厅1卫/中楼层（29层）,婺城区,江北,东方国际财富双塔,1室0厅1卫,50,1500,西南
整租·冠达华庭 3室2厅 南/北,婺城区-江南-冠达华庭/130.00㎡/南北/3室2厅2卫/中楼层（7层）,婺城区,江南,冠达华庭,3室2厅2卫,130,3000,南北
整租·童店三区 1室0厅 南,义乌市-稠江-童店三区/40.00㎡/南/1室0厅1卫/中楼层（4层）,义乌市,稠江,童店三区,1室0厅1卫,40,1680,南
整租·怡景聚贤庭 2室1厅 南,婺城区-婺城新区-怡景聚贤庭/60.26㎡/南/2室1厅1卫/高楼层（20层）,婺城区,婺城新区,怡景聚贤庭,2室1厅1卫,60,1300,南
整租·凤凰城青年汇 1室1厅 北,婺城区-江北-凤凰城青年汇/60.00㎡/北/1室1厅1卫/低楼层（11层）,婺城区,江北,凤凰城青年汇,1室1厅1卫,60,1900,北
整租·望辰府沁园 3室2厅 南/北,义乌市-稠城-望辰府沁园/115.00㎡/南北/3室2厅2卫/中楼层（29层）,义乌市,稠城,望辰府沁园,3室2厅2卫,115,5416,南北
整租·柳青八区 1室0厅 东南/南,义乌市-北苑-柳青八区/35.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,北苑,柳青八区,1室0厅1卫,35,1380,东南南
整租·工商城 2室2厅 南/北,婺城区-江南-工商城/78.00㎡/南北/2室2厅1卫/中楼层（6层）,婺城区,江南,工商城,2室2厅1卫,78,2200,南北
整租·保集半岛 3室2厅 南,婺城区-江南-保集半岛/154.00㎡/南/3室2厅2卫/中楼层（18层）,婺城区,江南,保集半岛,3室2厅2卫,154,3600,南
整租·杨三村 2室1厅 东南/南,义乌市-稠江-杨三村/70.00㎡/东南南/2室1厅1卫/高楼层（6层）,义乌市,稠江,杨三村,2室1厅1卫,70,3380,东南南
整租·四季四区 1室1厅 南,义乌市-北苑-四季四区/40.00㎡/南/1室1厅1卫/中楼层（5层）,义乌市,北苑,四季四区,1室1厅1卫,40,1550,南
整租·绿城招商春熙明月 3室2厅 南/北,金东区-金东区-绿城招商春熙明月/115.00㎡/南北/3室2厅2卫/低楼层（18层）,金东区,金东区,绿城招商春熙明月,3室2厅2卫,115,3500,南北
整租·铂凯花园 3室2厅 南,金东区-金东区-铂凯花园/78.00㎡/南/3室2厅1卫/中楼层（11层）,金东区,金东区,铂凯花园,3室2厅1卫,78,1800,南
整租·紫丁花园 2室2厅 南,婺城区-湖海塘-紫丁花园/110.00㎡/南/2室2厅1卫/高楼层（16层）,婺城区,湖海塘,紫丁花园,2室2厅1卫,110,3120,南
整租·保集海塘府 3室2厅 南,婺城区-湖海塘-保集海塘府/143.00㎡/南/3室2厅2卫/低楼层（13层）,婺城区,湖海塘,保集海塘府,3室2厅2卫,143,4000,南
整租·拥军五区 1室0厅 西南,义乌市-北苑-拥军五区/30.00㎡/西南/1室0厅1卫/中楼层（5层）,义乌市,北苑,拥军五区,1室0厅1卫,30,1300,西南
整租·季宅一区 1室0厅 南,义乌市-北苑-季宅一区/30.00㎡/南/1室0厅1卫/中楼层（5层）,义乌市,北苑,季宅一区,1室0厅1卫,30,1280,南
整租·昆仑大厦 1室0厅 南,婺城区-婺城新区-昆仑大厦/42.00㎡/南/1室0厅1卫/高楼层（23层）,婺城区,婺城新区,昆仑大厦,1室0厅1卫,42,1300,南
整租·怡景聚贤庭 1室1厅 南,婺城区-婺城新区-怡景聚贤庭/48.00㎡/南/1室1厅1卫/高楼层（20层）,婺城区,婺城新区,怡景聚贤庭,1室1厅1卫,48,1400,南
整租·保利·天汇 3室2厅 南,婺城区-江北-保利·天汇/89.00㎡/南/3室2厅2卫/低楼层（18层）,婺城区,江北,保利·天汇,3室2厅2卫,89,3400,南
整租·金都美地 3室2厅 南/北,金东区-金东区-金都美地/110.00㎡/南北/3室2厅1卫/高楼层（18层）,金东区,金东区,金都美地,3室2厅1卫,110,3500,南北
整租·保险街16号 2室1厅 南/北,婺城区-江北-保险街16号/77.00㎡/南北/2室1厅1卫/高楼层（6层）,婺城区,江北,保险街16号,2室1厅1卫,77,2000,南北
整租·香桂院 3室2厅 南,婺城区-湖海塘-香桂院/98.00㎡/南/3室2厅1卫/高楼层（11层）,婺城区,湖海塘,香桂院,3室2厅1卫,98,2600,南
整租·新世纪花园 1室1厅 南,婺城区-江南-新世纪花园/48.00㎡/南/1室1厅1卫/中楼层（18层）,婺城区,江南,新世纪花园,1室1厅1卫,48,1500,南
整租·金都美苑 4室2厅 南,金东区-金东区-金都美苑/135.00㎡/南/4室2厅2卫/高楼层（25层）,金东区,金东区,金都美苑,4室2厅2卫,135,4000,南
整租·林业局小区 3室2厅 南,婺城区-江南-林业局小区/107.00㎡/南/3室2厅1卫/高楼层（6层）,婺城区,江南,林业局小区,3室2厅1卫,107,2000,南
整租·保集半岛 2室2厅 南,婺城区-江南-保集半岛/110.00㎡/南/2室2厅1卫/中楼层（11层）,婺城区,江南,保集半岛,2室2厅1卫,110,2500,南
整租·金都美苑 3室2厅 南,金东区-金东区-金都美苑/110.00㎡/南/3室2厅2卫/高楼层（25层）,金东区,金东区,金都美苑,3室2厅2卫,110,2800,南
整租·金桂院南区 3室2厅 南,婺城区-湖海塘-金桂院南区/137.00㎡/南/3室2厅2卫/中楼层（7层）,婺城区,湖海塘,金桂院南区,3室2厅2卫,137,2600,南
整租·银泰广场 2室1厅 南,婺城区-江南-银泰广场/55.00㎡/南/2室1厅1卫/中楼层（12层）,婺城区,江南,银泰广场,2室1厅1卫,55,1700,南
整租·永胜小区 2室1厅 西南,义乌市-江东-永胜小区/60.00㎡/西南/2室1厅1卫/中楼层（4层）,义乌市,江东,永胜小区,2室1厅1卫,60,3200,西南
整租·紫悦花园 3室2厅 南,婺城区-湖海塘-紫悦花园/108.00㎡/南/3室2厅2卫/中楼层（8层）,婺城区,湖海塘,紫悦花园,3室2厅2卫,108,3000,南
整租·保亿湖风雅园 4室2厅 南,婺城区-湖海塘-保亿湖风雅园/108.00㎡/南/4室2厅2卫/中楼层（15层）,婺城区,湖海塘,保亿湖风雅园,4室2厅2卫,108,3000,南
整租·金华万达广场SOHO 2室1厅 南,金东区-金东区-金华万达广场SOHO/68.00㎡/南/2室1厅1卫/高楼层（30层）,金东区,金东区,金华万达广场SOHO,2室1厅1卫,68,1900,南
